2026-07-03 10:15:57.214 [main] INFO  com.example.EndProjectApplication-Starting EndProjectApplication using Java 23.0.2 with PID 39404 (D:\study\Spring实训大作业\web-end-project\end-project\target\classes started by ssfeng in D:\study\Spring实训大作业\web-end-project\end-project)
2026-07-03 10:17:50.767 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.781 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.797 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.812 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.826 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.842 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.857 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.866 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.882 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.898 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.913 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.920 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.938 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.953 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.969 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:50.986 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.002 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.019 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.036 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.043 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.061 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.078 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.094 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.111 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.130 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.148 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.165 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.182 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.190 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.207 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.225 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.242 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.259 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.277 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.295 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.313 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.334 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.352 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.362 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.381 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.399 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.417 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.435 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.465 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.483 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.501 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.519 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.537 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.546 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.566 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.589 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.612 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.635 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.660 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.671 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.694 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.714 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.737 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.749 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.770 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.789 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.806 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.850 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:51.908 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:52.169 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:52.608 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:53.234 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:53.347 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:53.929 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:54.399 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:54.629 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:54.911 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:54.937 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.200 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.352 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.490 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.559 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.582 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.586 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.607 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.621 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.644 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.649 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.665 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.679 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.693 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.697 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.713 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.727 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.742 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.757 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.761 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.776 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.789 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.802 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.807 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.822 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.835 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.849 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.853 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.869 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.882 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.894 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.898 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.916 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.934 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.949 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.969 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.974 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.989 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:55.993 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.003 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.005 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.013 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.017 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.025 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.028 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.036 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.045 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.052 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.057 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.065 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.073 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.081 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.087 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.091 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.099 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.108 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.116 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.119 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.127 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.137 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.145 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.149 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.157 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.166 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.175 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.185 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.189 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.198 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.201 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.210 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.214 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.224 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.233 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.249 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.252 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.264 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.277 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.289 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.293 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.309 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.322 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.336 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.349 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.363 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.378 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.390 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.403 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.408 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.420 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.435 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.449 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.452 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.468 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.482 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.495 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.500 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.514 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.519 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.533 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.538 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.553 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.567 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.581 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.585 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.600 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.615 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.630 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.645 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.662 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.667 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.684 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.704 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.723 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.729 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.745 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.751 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.766 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.770 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.787 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.801 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.814 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.817 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.830 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.843 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.855 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.862 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.876 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.889 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.901 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.915 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.921 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.936 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.962 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.978 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:56.984 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.004 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.024 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.060 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.077 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.083 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.100 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.118 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.134 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.141 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.160 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.171 [http-nio-8080-exec-9] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.189 [http-nio-8080-exec-10] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.200 [http-nio-8080-exec-1] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.218 [http-nio-8080-exec-2] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.240 [http-nio-8080-exec-3] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.263 [http-nio-8080-exec-4] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.285 [http-nio-8080-exec-5] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.291 [http-nio-8080-exec-7] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.314 [http-nio-8080-exec-8] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
2026-07-03 10:17:57.337 [http-nio-8080-exec-6] INFO  com.example.interceptor.TokenInterceptor-令牌为空，不放行
